text,label,category,source
"You have unclaimed rewards of $2,500. Withdraw to your account at http://tracking-reschedule-post.top",1,Lottery & Prize Scam,synthetic_scam
Your order from Best Buy has shipped! Estimated delivery: Friday. Track in app.,0,Legitimate Message,synthetic_ham
Police Dept: Case filed against you for unpaid penalty of $250. Contact +1-888-555-0199.,1,Threat & Impersonation Scam,synthetic_scam
"Hey James, are we still on for coffee at 12:30 PM?",0,Legitimate Message,synthetic_ham
Simple online job: Watch videos and earn $500 daily. Register here: http://support-unlock-portal.net,1,Job & Task Scam,synthetic_scam
Hiring now: Part time remote assistant. Earn $1.5/day working from home. WhatsApp: +1-888-555-0199,1,Job & Task Scam,synthetic_scam
Lucky Winner! Your phone won a free Tesla Model 3. Reply YES to claim or visit http://bit.ly/claim-reward-now,1,Lottery & Prize Scam,synthetic_scam
Lucky Winner! Your phone won a free Tesla Model 3. Reply YES to claim or visit https://billing-resolution-portal.site,1,Lottery & Prize Scam,synthetic_scam
Thanks for dining with Subway! Your receipt for $54.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hiring now: Part time remote assistant. Earn $1,200/day working from home. WhatsApp: +1-888-555-0199",1,Job & Task Scam,synthetic_scam
Urgent notice from Dropbox support: Account will be closed in 12 hours. Tap http://secure-verify-account.xyz/login,1,Phishing & Account Security,synthetic_scam
Can you send me the latest draft for the Q3 Marketing Plan presentation before 3 PM?,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
Thanks for dining with Sweetgreen! Your receipt for $136.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hi team, meeting notes from today's Security Audit sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Hi team, meeting notes from today's Q3 Marketing Plan sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
Tracking Alert: Package #736341 is on hold at customs. Clear payment: https://billing-resolution-portal.site,1,Delivery & Package Scam,synthetic_scam
Your order from Apple Store has shipped! Estimated delivery: Wednesday. Track in app.,0,Legitimate Message,synthetic_ham
ICICI: Unauthorized transfer of $1.5 to unknown account. Cancel now: http://tinyurl.com/fast-payout-2026,1,Banking / KYC Fraud,synthetic_scam
"Hi team, meeting notes from today's Backend Refactoring sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
Simple online job: Watch videos and earn $250 daily. Register here: http://auth-kyc-desk.online/update,1,Job & Task Scam,synthetic_scam
"Kraken: Pending withdrawal of 2,500 USDT. Confirm or cancel at http://tinyurl.com/fast-payout-2026",1,Crypto & Investment Fraud,synthetic_scam
Your Capital One account #791565 is restricted. Update KYC at http://auth-kyc-desk.online/update within 24h.,1,Banking / KYC Fraud,synthetic_scam
Hiring now: Part time remote assistant. Earn $1.5/day working from home. WhatsApp: +1-917-555-0182,1,Job & Task Scam,synthetic_scam
Security Notice: Wells Fargo detected suspicious activity. Confirm your login at http://auth-kyc-desk.online/update,1,Banking / KYC Fraud,synthetic_scam
Your order from Apple Store has shipped! Estimated delivery: Tuesday. Track in app.,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
Police Dept: Case filed against you for unpaid penalty of $1.5. Contact +1-800-555-0144.,1,Threat & Impersonation Scam,synthetic_scam
"Guaranteed daily profit of $50,000 with AI crypto trader. Sign up free: http://tracking-reschedule-post.top",1,Crypto & Investment Fraud,synthetic_scam
Your order from Best Buy has shipped! Estimated delivery: Friday. Track in app.,0,Legitimate Message,synthetic_ham
"Hi Daniel, I left the project report on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
"Bank of America: Unauthorized transfer of $10,000 to unknown account. Cancel now: http://auth-kyc-desk.online/update",1,Banking / KYC Fraud,synthetic_scam
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
Thanks for dining with Chipotle! Your receipt for $113.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Apple Security: Password reset requested. If this wasn't you, verify at https://billing-resolution-portal.site",1,Phishing & Account Security,synthetic_scam
Tracking Alert: Package #195049 is on hold at customs. Clear payment: http://secure-verify-account.xyz/login,1,Delivery & Package Scam,synthetic_scam
KuCoin: Pending withdrawal of 250 BTC. Confirm or cancel at http://support-unlock-portal.net,1,Crypto & Investment Fraud,synthetic_scam
Your order from Target has shipped! Estimated delivery: Thursday. Track in app.,0,Legitimate Message,synthetic_ham
Thanks for dining with Chipotle! Your receipt for $99.50 has been emailed.,0,Legitimate Message,synthetic_ham
Police Dept: Case filed against you for unpaid penalty of $500. Contact +1-800-555-0144.,1,Threat & Impersonation Scam,synthetic_scam
Double your Solana deposit in 24 hours. Send 0.5 Solana to receive 1.0 Solana at http://tinyurl.com/fast-payout-2026,1,Crypto & Investment Fraud,synthetic_scam
Your order from Apple Store has shipped! Estimated delivery: Wednesday. Track in app.,0,Legitimate Message,synthetic_ham
IRS Warning: Legal warrant #303815 issued for your arrest. Call +1-800-555-0144 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
"Hi team, meeting notes from today's Q3 Marketing Plan sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
Double your USDT deposit in 24 hours. Send 0.5 USDT to receive 1.0 USDT at http://secure-verify-account.xyz/login,1,Crypto & Investment Fraud,synthetic_scam
Your order from Best Buy has shipped! Estimated delivery: Monday. Track in app.,0,Legitimate Message,synthetic_ham
KuCoin: Pending withdrawal of 1.5 ETH. Confirm or cancel at http://support-unlock-portal.net,1,Crypto & Investment Fraud,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $10,000. Contact +44-20-7946-0912.",1,Threat & Impersonation Scam,synthetic_scam
"Kraken: Pending withdrawal of 1,200 BTC. Confirm or cancel at http://secure-verify-account.xyz/login",1,Crypto & Investment Fraud,synthetic_scam
Your monthly electric bill of $69.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
IRS Warning: Legal warrant #714023 issued for your arrest. Call +1-917-555-0182 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Hiring now: Part time remote assistant. Earn $250/day working from home. WhatsApp: +91-9876543210,1,Job & Task Scam,synthetic_scam
"You have unclaimed rewards of $10,000. Withdraw to your account at http://bit.ly/claim-reward-now",1,Lottery & Prize Scam,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $10,000. Contact +1-917-555-0182.",1,Threat & Impersonation Scam,synthetic_scam
Your verification code for Google is 467212. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Your verification code for Discord is 665924. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
Thanks for dining with Sweetgreen! Your receipt for $102.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Apple Security: Password reset requested. If this wasn't you, verify at http://support-unlock-portal.net",1,Phishing & Account Security,synthetic_scam
Your monthly electric bill of $111.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Guaranteed daily profit of $250 with AI crypto trader. Sign up free: https://billing-resolution-portal.site,1,Crypto & Investment Fraud,synthetic_scam
"Hi Michael, I left the project report on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
KuCoin: Pending withdrawal of 500 BTC. Confirm or cancel at http://auth-kyc-desk.online/update,1,Crypto & Investment Fraud,synthetic_scam
IRS Warning: Legal warrant #652390 issued for your arrest. Call +1-800-555-0144 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Your order from Sephora has shipped! Estimated delivery: Friday. Track in app.,0,Legitimate Message,synthetic_ham
Your verification code for GitHub is 585746. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Hiring now: Part time remote assistant. Earn $500/day working from home. WhatsApp: +91-9876543210,1,Job & Task Scam,synthetic_scam
Your monthly electric bill of $50.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Your order from Amazon has shipped! Estimated delivery: Wednesday. Track in app.,0,Legitimate Message,synthetic_ham
"Guaranteed daily profit of $10,000 with AI crypto trader. Sign up free: http://tinyurl.com/fast-payout-2026",1,Crypto & Investment Fraud,synthetic_scam
Can you send me the latest draft for the Backend Refactoring presentation before 3 PM?,0,Legitimate Message,synthetic_ham
"Instagram Security: Password reset requested. If this wasn't you, verify at http://support-unlock-portal.net",1,Phishing & Account Security,synthetic_scam
Double your ETH deposit in 24 hours. Send 0.5 ETH to receive 1.0 ETH at http://tracking-reschedule-post.top,1,Crypto & Investment Fraud,synthetic_scam
"Hi Emma, I left the meeting notes on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Congratulations! Your resume was shortlisted for Data Entry Specialist ($45/hr). Buy your starter training software package for $99 at http://remote-career-portal.com to begin.,1,Job & Task Scam,curated_scam
Thanks for dining with Chipotle! Your receipt for $27.50 has been emailed.,0,Legitimate Message,synthetic_ham
Urgent notice from Dropbox support: Account will be closed in 12 hours. Tap http://auth-kyc-desk.online/update,1,Phishing & Account Security,synthetic_scam
Double your USDT deposit in 24 hours. Send 0.5 USDT to receive 1.0 USDT at http://bit.ly/claim-reward-now,1,Crypto & Investment Fraud,synthetic_scam
Your monthly electric bill of $164.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Your verification code for Netflix is 682891. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
"Canada Post: Your package delivery failed. Confirm address & pay $2,500 fee at http://support-unlock-portal.net",1,Delivery & Package Scam,synthetic_scam
"Hiring now: Part time remote assistant. Earn $1,200/day working from home. WhatsApp: +1-888-555-0199",1,Job & Task Scam,synthetic_scam
Netflix Alert: Login attempt from Bucharest. Secure your account now at http://support-unlock-portal.net,1,Phishing & Account Security,synthetic_scam
IRS Warning: Legal warrant #773170 issued for your arrest. Call +91-9876543210 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Your Wells Fargo account #531779 is restricted. Update KYC at http://support-unlock-portal.net within 24h.,1,Banking / KYC Fraud,synthetic_scam
Your order from Amazon has shipped! Estimated delivery: Thursday. Track in app.,0,Legitimate Message,synthetic_ham
Canada Post Notice: Delivery rescheduled. View package status here: http://auth-kyc-desk.online/update,1,Delivery & Package Scam,synthetic_scam
Your order from Target has shipped! Estimated delivery: tomorrow. Track in app.,0,Legitimate Message,synthetic_ham
"Hi Jessica, I left the book on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
HDFC: Unauthorized transfer of $1.5 to unknown account. Cancel now: http://bit.ly/claim-reward-now,1,Banking / KYC Fraud,synthetic_scam
Your order from Best Buy has shipped! Estimated delivery: tomorrow. Track in app.,0,Legitimate Message,synthetic_ham
Can you send me the latest draft for the Mobile App Redesign presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Your monthly electric bill of $146.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"Hiring now: Part time remote assistant. Earn $50,000/day working from home. WhatsApp: +1-800-555-0144",1,Job & Task Scam,synthetic_scam
"Hi team, meeting notes from today's Backend Refactoring sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
Your order from Sephora has shipped! Estimated delivery: Monday. Track in app.,0,Legitimate Message,synthetic_ham
Urgent notice from Microsoft support: Account will be closed in 12 hours. Tap https://billing-resolution-portal.site,1,Phishing & Account Security,synthetic_scam
"Guaranteed daily profit of $2,500 with AI crypto trader. Sign up free: http://auth-kyc-desk.online/update",1,Crypto & Investment Fraud,synthetic_scam
"Hey Emma, are we still on for lunch at 6:15 PM?",0,Legitimate Message,synthetic_ham
"You have unclaimed rewards of $10,000. Withdraw to your account at http://support-unlock-portal.net",1,Lottery & Prize Scam,synthetic_scam
Hiring now: Part time remote assistant. Earn $500/day working from home. WhatsApp: +1-800-555-0144,1,Job & Task Scam,synthetic_scam
IRS Warning: Legal warrant #148757 issued for your arrest. Call +91-9876543210 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
"Hi team, meeting notes from today's Security Audit sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
Congratulations! You won $250 in Global Lottery. Claim your prize at http://secure-verify-account.xyz/login,1,Lottery & Prize Scam,synthetic_scam
Binance: Pending withdrawal of 1.5 ETH. Confirm or cancel at http://auth-kyc-desk.online/update,1,Crypto & Investment Fraud,synthetic_scam
Reminder: Doctor appointment with Dr. Johnson on Wednesday at 10:00 AM.,0,Legitimate Message,synthetic_ham
"Simple online job: Watch videos and earn $2,500 daily. Register here: https://billing-resolution-portal.site",1,Job & Task Scam,synthetic_scam
Your verification code for Google is 540186. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Apple ID Alert: Your iCloud account is scheduled for deletion due to suspected fraud. Tap https://appleid-security-recovery.link to cancel deletion.,1,Phishing & Account Security,curated_scam
Guaranteed daily profit of $1.5 with AI crypto trader. Sign up free: http://support-unlock-portal.net,1,Crypto & Investment Fraud,synthetic_scam
Your monthly electric bill of $87.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Security Notice: Chase detected suspicious activity. Confirm your login at http://secure-verify-account.xyz/login,1,Banking / KYC Fraud,synthetic_scam
"Hi Alex, I left the laptop charger on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
"Hey Emily, are we still on for gym workout at 10:00 AM?",0,Legitimate Message,synthetic_ham
"Police Dept: Case filed against you for unpaid penalty of $10,000. Contact +44-20-7946-0912.",1,Threat & Impersonation Scam,synthetic_scam
Tracking Alert: Package #563665 is on hold at customs. Clear payment: http://secure-verify-account.xyz/login,1,Delivery & Package Scam,synthetic_scam
"Hey David, are we still on for lunch at 6:15 PM?",0,Legitimate Message,synthetic_ham
Your Dropbox subscription has expired. Update billing details at http://bit.ly/claim-reward-now to keep access.,1,Phishing & Account Security,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $50,000. Contact +1-917-555-0182.",1,Threat & Impersonation Scam,synthetic_scam
Your verification code for Netflix is 859153. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
You have unclaimed rewards of $500. Withdraw to your account at http://secure-verify-account.xyz/login,1,Lottery & Prize Scam,synthetic_scam
"Hiring now: Part time remote assistant. Earn $10,000/day working from home. WhatsApp: +91-9876543210",1,Job & Task Scam,synthetic_scam
"Hi team, meeting notes from today's Security Audit sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Hi Michael, I left the meeting notes on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Thanks for dining with Starbucks! Your receipt for $58.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hi Daniel, I left the book on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
ICICI Bank: We noticed unusual login attempts from Russia. Click here to confirm your credentials: http://icici-protect.xyz,1,Banking / KYC Fraud,curated_scam
Can you send me the latest draft for the Security Audit presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Thanks for dining with Sweetgreen! Your receipt for $107.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Royal Mail: Your package delivery failed. Confirm address & pay $50,000 fee at http://tinyurl.com/fast-payout-2026",1,Delivery & Package Scam,synthetic_scam
"You have unclaimed rewards of $1,200. Withdraw to your account at http://auth-kyc-desk.online/update",1,Lottery & Prize Scam,synthetic_scam
Your verification code for Slack is 270430. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Your verification code for GitHub is 613409. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
IRS Warning: Legal warrant #637600 issued for your arrest. Call +1-800-555-0144 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Your monthly electric bill of $64.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Johnson on Friday at 7:30 PM.,0,Legitimate Message,synthetic_ham
Your monthly electric bill of $15.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
Your verification code for LinkedIn is 861715. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Police Dept: Case filed against you for unpaid penalty of $1.5. Contact +1-800-555-0144.,1,Threat & Impersonation Scam,synthetic_scam
Your monthly electric bill of $94.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Can you send me the latest draft for the Q3 Marketing Plan presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Thanks for dining with Chipotle! Your receipt for $146.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
Urgent: ICICI card blocked. Call +44-20-7946-0912 or visit https://billing-resolution-portal.site with your CVV to unblock.,1,Banking / KYC Fraud,synthetic_scam
Double your BTC deposit in 24 hours. Send 0.5 BTC to receive 1.0 BTC at http://tracking-reschedule-post.top,1,Crypto & Investment Fraud,synthetic_scam
Hiring now: Part time remote assistant. Earn $500/day working from home. WhatsApp: +44-20-7946-0912,1,Job & Task Scam,synthetic_scam
Urgent: HDFC card blocked. Call +1-800-555-0144 or visit http://secure-verify-account.xyz/login with your CVV to unblock.,1,Banking / KYC Fraud,synthetic_scam
Your verification code for Slack is 693245. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Hiring now: Part time remote assistant. Earn $250/day working from home. WhatsApp: +91-9876543210,1,Job & Task Scam,synthetic_scam
PayPal Alert: Login attempt from Lagos. Secure your account now at http://secure-verify-account.xyz/login,1,Phishing & Account Security,synthetic_scam
Police Dept: Case filed against you for unpaid penalty of $500. Contact +91-9876543210.,1,Threat & Impersonation Scam,synthetic_scam
"Dear customer, your PAN card is not linked to Wells Fargo. Update immediately: http://support-unlock-portal.net",1,Banking / KYC Fraud,synthetic_scam
Your verification code for Google is 576629. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
"Hi Sarah, I left the book on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Lucky Winner! Your phone won a free PlayStation 5. Reply YES to claim or visit http://bit.ly/claim-reward-now,1,Lottery & Prize Scam,synthetic_scam
"Hey David, are we still on for gym workout at 10:00 AM?",0,Legitimate Message,synthetic_ham
Your Chase account #711209 is restricted. Update KYC at https://billing-resolution-portal.site within 24h.,1,Banking / KYC Fraud,synthetic_scam
"Hi team, meeting notes from today's Mobile App Redesign sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Hiring now: Part time remote assistant. Earn $1,200/day working from home. WhatsApp: +91-9876543210",1,Job & Task Scam,synthetic_scam
"Hi team, meeting notes from today's Q3 Marketing Plan sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Simple online job: Watch videos and earn $50,000 daily. Register here: http://tracking-reschedule-post.top",1,Job & Task Scam,synthetic_scam
Reminder: Doctor appointment with Dr. Patel on tomorrow at 2:00 PM.,0,Legitimate Message,synthetic_ham
Security Notice: ICICI detected suspicious activity. Confirm your login at http://tinyurl.com/fast-payout-2026,1,Banking / KYC Fraud,synthetic_scam
Police Dept: Case filed against you for unpaid penalty of $1.5. Contact +1-888-555-0199.,1,Threat & Impersonation Scam,synthetic_scam
"Dear customer, your SBI bank account has been blocked due to incomplete KYC. Update KYC immediately at http://sbi-kyc-verify.xyz/login to avoid permanent deactivation.",1,Banking / KYC Fraud,curated_scam
"Amazon Security: Password reset requested. If this wasn't you, verify at http://bit.ly/claim-reward-now",1,Phishing & Account Security,synthetic_scam
Thanks for dining with Subway! Your receipt for $78.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hiring now: Part time remote assistant. Earn $10,000/day working from home. WhatsApp: +44-20-7946-0912",1,Job & Task Scam,synthetic_scam
"Hi James, I left the book on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
"Hi Emily, I left the project report on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
"Hey David, are we still on for coffee at 12:30 PM?",0,Legitimate Message,synthetic_ham
"You have unclaimed rewards of $50,000. Withdraw to your account at http://auth-kyc-desk.online/update",1,Lottery & Prize Scam,synthetic_scam
"Simple online job: Watch videos and earn $50,000 daily. Register here: http://tinyurl.com/fast-payout-2026",1,Job & Task Scam,synthetic_scam
IRS Warning: Legal warrant #540916 issued for your arrest. Call +1-800-555-0144 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Your verification code for Discord is 408125. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Lucky Winner! Your phone won a free Rolex Watch. Reply YES to claim or visit http://tracking-reschedule-post.top,1,Lottery & Prize Scam,synthetic_scam
"Coinbase: Pending withdrawal of 50,000 USDT. Confirm or cancel at http://support-unlock-portal.net",1,Crypto & Investment Fraud,synthetic_scam
Thanks for dining with Sweetgreen! Your receipt for $18.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Lucky Winner! Your phone won a free $1,000 Walmart Gift Card. Reply YES to claim or visit http://auth-kyc-desk.online/update",1,Lottery & Prize Scam,synthetic_scam
Your monthly electric bill of $61.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Urgent notice from PayPal support: Account will be closed in 12 hours. Tap http://auth-kyc-desk.online/update,1,Phishing & Account Security,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $10,000. Contact +91-9876543210.",1,Threat & Impersonation Scam,synthetic_scam
Hiring now: Part time remote assistant. Earn $500/day working from home. WhatsApp: +91-9876543210,1,Job & Task Scam,synthetic_scam
Double your ETH deposit in 24 hours. Send 0.5 ETH to receive 1.0 ETH at http://secure-verify-account.xyz/login,1,Crypto & Investment Fraud,synthetic_scam
"Guaranteed daily profit of $10,000 with AI crypto trader. Sign up free: https://billing-resolution-portal.site",1,Crypto & Investment Fraud,synthetic_scam
Can you send me the latest draft for the Mobile App Redesign presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Microsoft Alert: Login attempt from São Paulo. Secure your account now at http://tinyurl.com/fast-payout-2026,1,Phishing & Account Security,synthetic_scam
Thanks for dining with Sweetgreen! Your receipt for $62.50 has been emailed.,0,Legitimate Message,synthetic_ham
Thanks for dining with Panera Bread! Your receipt for $155.50 has been emailed.,0,Legitimate Message,synthetic_ham
Security Notice: Citibank detected suspicious activity. Confirm your login at http://tinyurl.com/fast-payout-2026,1,Banking / KYC Fraud,synthetic_scam
Your verification code for Apple ID is 209592. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Thanks for dining with Starbucks! Your receipt for $101.50 has been emailed.,0,Legitimate Message,synthetic_ham
"You have unclaimed rewards of $10,000. Withdraw to your account at http://auth-kyc-desk.online/update",1,Lottery & Prize Scam,synthetic_scam
Your order from Apple Store has shipped! Estimated delivery: Monday. Track in app.,0,Legitimate Message,synthetic_ham
Urgent notice from Google support: Account will be closed in 12 hours. Tap http://bit.ly/claim-reward-now,1,Phishing & Account Security,synthetic_scam
Tracking Alert: Package #317462 is on hold at customs. Clear payment: http://auth-kyc-desk.online/update,1,Delivery & Package Scam,synthetic_scam
"Simple online job: Watch videos and earn $50,000 daily. Register here: https://billing-resolution-portal.site",1,Job & Task Scam,synthetic_scam
DHL Express: We attempted delivery of your package twice. Schedule a new delivery time: http://dhl-parcel-reschedule.site or package will be returned to sender.,1,Delivery & Package Scam,curated_scam
IRS Warning: Legal warrant #712271 issued for your arrest. Call +44-20-7946-0912 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Your Apple subscription has expired. Update billing details at http://tracking-reschedule-post.top to keep access.,1,Phishing & Account Security,synthetic_scam
Thanks for dining with Panera Bread! Your receipt for $130.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
"Simple online job: Watch videos and earn $50,000 daily. Register here: http://tracking-reschedule-post.top",1,Job & Task Scam,synthetic_scam
Your order from Sephora has shipped! Estimated delivery: tomorrow. Track in app.,0,Legitimate Message,synthetic_ham
"USPS: Your package delivery failed. Confirm address & pay $50,000 fee at https://billing-resolution-portal.site",1,Delivery & Package Scam,synthetic_scam
Urgent: Wells Fargo card blocked. Call +1-800-555-0144 or visit http://support-unlock-portal.net with your CVV to unblock.,1,Banking / KYC Fraud,synthetic_scam
Simple online job: Watch videos and earn $250 daily. Register here: http://secure-verify-account.xyz/login,1,Job & Task Scam,synthetic_scam
Thanks for dining with Starbucks! Your receipt for $80.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hey Emma, are we still on for the movie at 10:00 AM?",0,Legitimate Message,synthetic_ham
Simple online job: Watch videos and earn $500 daily. Register here: http://bit.ly/claim-reward-now,1,Job & Task Scam,synthetic_scam
Your Citibank account #587124 is restricted. Update KYC at http://auth-kyc-desk.online/update within 24h.,1,Banking / KYC Fraud,synthetic_scam
Thanks for dining with Starbucks! Your receipt for $44.50 has been emailed.,0,Legitimate Message,synthetic_ham
Guaranteed daily profit of $250 with AI crypto trader. Sign up free: http://tracking-reschedule-post.top,1,Crypto & Investment Fraud,synthetic_scam
Lucky Winner! Your phone won a free iPhone 16 Pro. Reply YES to claim or visit http://auth-kyc-desk.online/update,1,Lottery & Prize Scam,synthetic_scam
"Lucky Winner! Your phone won a free $1,000 Walmart Gift Card. Reply YES to claim or visit http://tinyurl.com/fast-payout-2026",1,Lottery & Prize Scam,synthetic_scam
Your Wells Fargo account #920634 is restricted. Update KYC at http://auth-kyc-desk.online/update within 24h.,1,Banking / KYC Fraud,synthetic_scam
"Royal Mail: Your package delivery failed. Confirm address & pay $10,000 fee at http://support-unlock-portal.net",1,Delivery & Package Scam,synthetic_scam
Double your Solana deposit in 24 hours. Send 0.5 Solana to receive 1.0 Solana at http://auth-kyc-desk.online/update,1,Crypto & Investment Fraud,synthetic_scam
"Hi Michael, I left the meeting notes on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Johnson on Friday at 2:00 PM.,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
"Coinbase: Pending withdrawal of 50,000 BTC. Confirm or cancel at https://billing-resolution-portal.site",1,Crypto & Investment Fraud,synthetic_scam
Your one-time security passcode is 492019 for your Google verification. Do not share this code with anyone.,0,Legitimate Message,curated_ham
Your order from Best Buy has shipped! Estimated delivery: Thursday. Track in app.,0,Legitimate Message,synthetic_ham
UPS Notice: Delivery rescheduled. View package status here: http://secure-verify-account.xyz/login,1,Delivery & Package Scam,synthetic_scam
Can you send me the latest draft for the Backend Refactoring presentation before 3 PM?,0,Legitimate Message,synthetic_ham
FedEx Notice: Delivery rescheduled. View package status here: http://tracking-reschedule-post.top,1,Delivery & Package Scam,synthetic_scam
Your monthly electric bill of $109.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Can you send me the latest draft for the Backend Refactoring presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Your verification code for Slack is 744679. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Simple online job: Watch videos and earn $250 daily. Register here: http://bit.ly/claim-reward-now,1,Job & Task Scam,synthetic_scam
Kraken: Pending withdrawal of 250 Bitcoin. Confirm or cancel at http://tracking-reschedule-post.top,1,Crypto & Investment Fraud,synthetic_scam
Exclusive opportunity to buy Pre-Sale Token with guaranteed 100x return. Limited tokens remaining: https://crypto-pump-presale.network,1,Crypto & Investment Fraud,curated_scam
Your monthly electric bill of $54.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"Hi team, meeting notes from today's Backend Refactoring sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Smith on Thursday at 7:30 PM.,0,Legitimate Message,synthetic_ham
